Text,Label
"This is so disappointing lately",sad
"This makes me sad lately",sad
"I'm feeling zen about this",calm
"I feel normal about this",neutral
"This is so irritating today",angry
"I'm mad about this",angry
"I feel fantastic! lately",happy
"I feel empty inside about this",sad
"This brings me joy lately",happy
"I'm so hyped",excited
"I'm so excited! today",excited
"I'm feeling quiet today",calm
"This is maddening",frustrated
"Nothing much lately",neutral
"I can't wait! about this",excited
"I'm so stoked lately",excited
"I'm feeling serene today",calm
"I feel relaxed and calm lately",calm
"I feel terrible about this",sad
"Nothing much right now",neutral
"I'm feeling great! lately",happy
"I'm ecstatic today",happy
"I feel fantastic! right now",happy
"I'm depressed about this",sad
"This makes me rage",angry
"I feel awful today",sad
"This is maddening about this",frustrated
"I'm irritated",angry
"I'm so excited! right now",excited
"Everything is fine today",neutral
"I'm doing okay about this",neutral
"I'm so pleased today",happy
"I'm depressed today",sad
"This makes me furious right now",angry
"I'm feeling frustrated about this",frustrated
"I'm worried sick lately",anxious
"This is heartbreaking about this",sad
"This is heartbreaking right now",sad
"I'm losing patience right now",frustrated
"I'm really upset today",angry
"This is so irritating right now",frustrated
"I'm okay lately",neutral
"I'm okay right now",neutral
"I'm exhilarated right now",excited
"I'm feeling mellow about this",calm
"This is amazing! lately",happy
"I feel tranquil",calm
"I'm fuming",angry
"This is awesome! lately",excited
"This is amazing!",happy
"This makes me sad about this",sad
"I'm really frustrated lately",frustrated
"I'm mad about this right now",angry
"I feel composed lately",calm
"I'm seething about this",angry
"I feel normal today",neutral
"This gives me anxiety about this",anxious
"I'm feeling gloomy",sad
"Nothing much lately",neutral
"I'm so pleased today",happy
"I'm feeling uneasy",anxious
"This makes me rage",angry
"I'm okay with this about this",neutral
"I'm feeling blue today",sad
"I'm okay with this",neutral
"I'm feeling blue about this",sad
"I'm feeling low today",sad
"I'm getting frustrated",frustrated
"I'm doing okay today",neutral
"I'm feeling placid",calm
"I'm overjoyed lately",happy
"I'm feeling frustrated about this",frustrated
"I'm livid about this",angry
"Nothing special right now",neutral
"I'm frustrated lately",frustrated
"I'm feeling great!",happy
"This is so irritating lately",frustrated
"I'm so stoked right now",excited
"I'm ecstatic about this",happy
"I'm okay lately",neutral
"This gives me anxiety lately",anxious
"I feel joyful",happy
"I'm elated right now",excited
"I'm upset",sad
"I'm exhilarated about this",excited
"I can't wait!",excited
"This is exciting! lately",excited
"I feel empty inside right now",sad
"I'm really excited right now",excited
"I'm exhilarated today",excited
"I'm feeling zen today",calm
"I'm ecstatic today",excited
"I feel awful",sad
"I'm feeling worried about this",anxious
"I'm elated",excited
"I'm frustrated",frustrated
"I feel composed",calm
"This is amazing! about this",happy
"I'm feeling uneasy about this",anxious
"I'm really upset about this",angry
"I feel composed today",calm
"This gives me anxiety about this",anxious
"I'm so excited! right now",excited
"This angers me about this",angry
"I'm feeling low today",sad
"Everything is normal today",neutral
"I'm so excited! right now",excited
"This is maddening",frustrated
"I feel awful",sad
"I'm feeling uneasy today",anxious
"I'm feeling quiet about this",calm
"I'm mad about this",angry
"This is amazing! today",happy
"I'm seething about this",angry
"I'm feeling tense",anxious
"I'm stressed out",anxious
"I'm feeling uneasy right now",anxious
"This is awesome! today",excited
"This is awesome! lately",excited
"I'm seething",angry
"I feel average today",neutral
"I'm stressed out today",anxious
"This brings me joy about this",happy
"This is so disappointing lately",sad
"I feel normal today",neutral
"I feel anxious right now",anxious
"This makes me furious today",angry
"I'm so excited! lately",excited
"I'm feeling blue today",sad
"I'm at peace about this",calm
"I'm feeling zen right now",calm
"I feel normal right now",neutral
"I'm feeling quiet lately",calm
"I'm feeling sad",sad
"I'm really worried today",anxious
"I feel relaxed and calm today",calm
"This makes me furious about this",angry
"This is amazing! lately",happy
"I'm feeling serene lately",calm
"I'm so happy today! lately",happy
"I'm frustrated about this",angry
"This is so frustrating!",frustrated
"I feel tranquil",calm
"I can't wait!",excited
"I'm doing alright right now",neutral
"I'm feeling mellow about this",calm
"I'm so hyped about this",excited
"I'm fed up right now",frustrated
"This makes me happy lately",happy
"I'm thrilled about this lately",excited
"I'm feeling worried",anxious
"I'm panicking about this",anxious
"I'm thrilled about this lately",excited
"I feel relaxed and calm lately",calm
"I'm upset lately",sad
"I feel joyful today",happy
"This is amazing! about this",happy
"I'm elated",excited
"This is so irritating about this",angry
"I'm upset lately",sad
"I feel at ease today",calm
"I'm feeling zen today",calm
"I feel empty inside",sad
"I feel hopeless right now",sad
"I'm feeling peaceful today",calm
"I'm feeling low about this",sad
"I'm feeling uneasy",anxious
"I'm mad about this about this",angry
"This is so irritating today",frustrated
"I feel hopeless about this",sad
"This is thrilling!",excited
"I'm really upset right now",angry
"I feel composed",calm
"I'm so hyped right now",excited
"This is so irritating",frustrated
"I feel relaxed and calm",calm
"I'm feeling worried right now",anxious
"I'm panicking about this",anxious
"I'm so stoked lately",excited
"I'm pumped! right now",excited
"I'm fed up",frustrated
"I'm feeling low right now",sad
"I'm on cloud nine right now",happy
"I'm really frustrated lately",frustrated
"I'm really excited",excited
"I feel fantastic! about this",happy
"I'm really upset today",angry
"I'm pumped! today",excited
"I'm feeling sad lately",sad
"Everything is normal right now",neutral
"I'm feeling wonderful right now",happy
"I feel composed today",calm
"I'm ecstatic lately",excited
"I'm ecstatic",happy
"I'm okay with this right now",neutral
"I'm really upset right now",angry
"This makes me sad",sad
"I'm so excited! about this",excited
"I'm annoyed",angry
"I'm so excited! lately",excited
"This is thrilling! today",excited
"I'm doing alright about this",neutral
"I'm feeling low right now",sad
"I'm getting frustrated lately",frustrated
"I'm alright",neutral
"This is maddening lately",frustrated
"This brings me joy lately",happy
"I feel joyful lately",happy
"I'm nervous about this today",anxious
"I'm exhilarated lately",excited
"I'm doing alright today",neutral
"This makes me rage today",angry
"I feel relaxed and calm",calm
"I'm mad about this about this",angry
"This is amazing! about this",happy
"This makes me happy about this",happy
"I'm really frustrated today",frustrated
"I'm feeling anxious",anxious
"I'm seething right now",angry
"I'm feeling wonderful lately",happy
"This is awesome! lately",excited
"This is heartbreaking right now",sad
"I'm delighted about this",happy
"I'm depressed today",sad
"I feel at ease about this",calm
"I'm so happy today! lately",happy
"I'm feeling low today",sad
"I'm stressed out",anxious
"I'm concerned lately",anxious
"I'm so pleased today",happy
"I'm annoyed",angry
"I'm so excited! about this",excited
"I'm so stoked lately",excited
"I feel relaxed and calm about this",calm
"I feel average lately",neutral
"I feel terrible",sad
"Nothing much about this",neutral
"I'm doing alright lately",neutral
"I'm okay with this lately",neutral
"This is infuriating right now",angry
"What a wonderful day!",happy
"I feel fine lately",neutral
"I'm feeling gloomy today",sad
"I'm so hyped about this",excited
"I'm fuming right now",angry
"I'm ecstatic right now",happy
"I feel normal about this",neutral
"I'm getting frustrated today",frustrated
"This is so frustrating! about this",frustrated
"I'm annoyed about this",angry
"This is so irritating",frustrated
"I'm really worried lately",anxious
"I feel joyful today",happy
"I'm really worried about this",anxious
"I'm frustrated right now",angry
"I'm elated today",excited
"I'm overjoyed lately",happy
"I feel neutral today",neutral
"I'm losing patience",frustrated
"I'm feeling sad right now",sad
"I feel at ease about this",calm
"I feel anxious about this",anxious
"Nothing much",neutral
"I feel balanced today",calm
"What a wonderful day!",happy
"I feel neutral about this",neutral
"I feel miserable",sad
"This is so irritating right now",frustrated
"This is so irritating today",frustrated
"This is exciting! today",excited
"I'm furious about this lately",angry
"I'm relaxed about this",calm
"Everything is fine",neutral
"I'm amped up",excited
"I'm at peace right now",calm
"I'm so stoked today",excited
"I'm at peace right now",calm
"I'm losing patience",frustrated
"This is so irritating about this",frustrated
"I'm feeling wonderful right now",happy
"This is so irritating about this",frustrated
"I'm feeling great!",happy
"I'm feeling gloomy today",sad
"This brings me joy right now",happy
"I feel neutral about this",neutral
"I feel down lately",sad
"I'm feeling wonderful lately",happy
"I'm really anxious lately",anxious
"This irritates me about this",frustrated
"I'm feeling zen about this",calm
"This is so irritating about this",angry
"I'm pumped! right now",excited
"This angers me lately",angry
"I'm getting frustrated lately",frustrated
"I feel composed right now",calm
"I'm feeling sad",sad
"I can't wait!",excited
"I feel awful today",sad
"I'm feeling wonderful about this",happy
"I'm so pleased lately",happy
"I'm fuming",angry
"I feel terrible today",sad
"I'm irritated right now",angry
"I'm feeling placid",calm
"I'm feeling mellow lately",calm
"This is awesome! right now",excited
"I feel empty inside right now",sad
"This is exasperating",frustrated
"I'm getting frustrated",frustrated
"This makes me happy today",happy
"I'm feeling wonderful",happy
"I'm fuming today",angry
"I'm feeling peaceful",calm
"Nothing much today",neutral
"This is so irritating",frustrated
"I'm nervous about this today",anxious
"I feel fantastic! lately",happy
"I'm feeling zen today",calm
"I'm livid right now",angry
"I'm nervous about this right now",anxious
"I'm delighted right now",happy
"I feel neutral about this",neutral
"I feel fine today",neutral
"I'm delighted right now",happy
"I'm feeling great! lately",happy
"I feel miserable right now",sad
"This is exciting! right now",excited
"This is heartbreaking",sad
"I'm nervous about this right now",anxious
"I'm panicking today",anxious
"I feel awful about this",sad
"This is so disappointing today",sad
"I'm feeling steady right now",calm
"I'm feeling blue right now",sad
"I'm so pleased about this",happy
"This gives me anxiety lately",anxious
"I'm so stoked lately",excited
"I'm so excited! right now",excited
"What a wonderful day! lately",happy
"I feel neutral about this",neutral
"I'm amped up today",excited
"I'm feeling sad lately",sad
"I'm furious about this today",angry
"I feel composed right now",calm
"This makes me nervous today",anxious
"I'm relaxed lately",calm
"This irritates me today",frustrated
"I'm ecstatic today",excited
"I feel empty inside today",sad
"I'm pumped! today",excited
"I feel calm right now",calm
"I'm feeling serene lately",calm
"I feel normal lately",neutral
"I feel composed lately",calm
"This makes me nervous right now",anxious
"I'm really annoyed about this",frustrated
"What a wonderful day! today",happy
"I'm ecstatic",happy
"This is annoying today",frustrated
"I'm pumped! right now",excited
"I'm feeling okay about this",neutral
"I'm feeling great!",happy
"I'm exhilarated right now",excited
"I'm relaxed about this",calm
"This angers me",angry
"Nothing special today",neutral
"This is heartbreaking lately",sad
"I'm exhilarated today",excited
"This is thrilling! today",excited
"I'm ecstatic right now",happy
"I'm on cloud nine",happy
"I'm so hyped about this",excited
"I feel down about this",sad
"I'm getting frustrated right now",frustrated
"I'm alright",neutral
"Everything is normal lately",neutral
"I feel balanced lately",calm
"I'm feeling placid",calm
"I feel balanced today",calm
"I'm really upset",angry
"What a wonderful day!",happy
"Nothing special right now",neutral
"I'm annoyed",angry
"I'm so pleased right now",happy
"I'm fuming",angry
"I'm feeling great! about this",happy
"This is so disappointing",sad
"I'm frustrated",frustrated
"I'm really upset",angry
"This makes me nervous",anxious
"I'm feeling quiet today",calm
"I'm ecstatic today",excited
"I'm feeling anxious",anxious
"I'm elated right now",excited
"I'm concerned today",anxious
"This is so annoying right now",frustrated
"I'm really excited today",excited
"I'm really annoyed right now",frustrated
"I'm feeling low today",sad
"I feel average lately",neutral
"I feel joyful today",happy
"I feel calm right now",calm
"I'm feeling anxious right now",anxious
"I'm fed up right now",frustrated
"I'm doing okay",neutral
"I'm at peace",calm
"I'm at peace",calm
"I'm feeling quiet lately",calm
"This makes me sad about this",sad
"I feel neutral right now",neutral
"I'm irritated right now",angry
"This makes me nervous right now",anxious
"Nothing special",neutral
"I'm frustrated today",angry
"I'm okay",neutral
"I feel empty inside lately",sad
"I feel joyful lately",happy
"I'm losing patience right now",frustrated
"This makes me nervous lately",anxious
"I'm mad about this",angry
"I'm frustrated today",angry
"This is so irritating today",frustrated
"I'm relaxed about this",calm
"I can't wait! today",excited
"I'm feeling sad",sad
"I'm feeling great! today",happy
"This makes me rage lately",angry
"I'm feeling gloomy right now",sad
"I'm thrilled! lately",happy
"This is so frustrating! right now",frustrated
"I feel hopeless today",sad
"I'm thrilled about this right now",excited
"I'm concerned about this",anxious
"I feel average",neutral
"This is so irritating today",frustrated
"I'm feeling zen about this",calm
"I'm pumped! lately",excited
"I'm feeling quiet today",calm
"I'm feeling low right now",sad
"I'm ecstatic",excited
"This makes me happy",happy
"I feel neutral lately",neutral
"I'm getting frustrated",frustrated
"I feel fine today",neutral
"I'm feeling low today",sad
"I feel neutral lately",neutral
"I'm fuming",angry
"I'm frustrated about this",angry
"This brings me joy about this",happy
"I feel down",sad
"This irritates me lately",frustrated
"This brings me joy right now",happy
"This is amazing! right now",happy
"I feel terrible today",sad
"I feel terrible right now",sad
"I'm overjoyed about this",happy
"I'm feeling quiet right now",calm
"I'm stressed out today",anxious
"I'm feeling steady lately",calm
"I'm getting frustrated lately",frustrated
"I'm worried sick",anxious
"I'm feeling low about this",sad
"I'm irritated lately",angry
"I'm delighted about this",happy
"Nothing special about this",neutral
"I'm at peace lately",calm
"I'm stressed out today",anxious
"Nothing special",neutral
"I'm so pleased",happy
"I feel empty inside today",sad
"This is heartbreaking today",sad
"This makes me rage",angry
"This makes me happy right now",happy
"I'm doing okay right now",neutral
"I'm feeling worried lately",anxious
"I feel miserable today",sad
"I'm really upset today",angry
"I'm fed up today",frustrated
"I feel down about this",sad
"I feel composed right now",calm
"I feel miserable today",sad
"I'm fed up lately",frustrated
"I feel anxious today",anxious
"I'm really frustrated",frustrated
"I feel fantastic! lately",happy
"I'm losing patience",frustrated
"I'm upset right now",sad
"I'm ecstatic lately",happy
"I'm on cloud nine about this",happy
"I feel terrible today",sad
"I feel miserable about this",sad
"I feel calm today",calm
"This is awesome!",excited
"I'm exhilarated lately",excited
"This is so irritating today",frustrated
"I'm feeling quiet right now",calm
"Everything is normal today",neutral
"This is so irritating right now",angry
"I feel tranquil about this",calm
"This is so irritating lately",frustrated
"I'm feeling gloomy about this",sad
"Everything is fine",neutral
"I feel joyful today",happy
"I'm feeling steady today",calm
"I'm delighted about this",happy
"This is thrilling! lately",excited
"I can't wait! right now",excited
"I'm feeling blue lately",sad
"Nothing much about this",neutral
"I'm feeling okay lately",neutral
"I'm feeling worried about this",anxious
"I'm amped up today",excited
"I'm frustrated",angry
"I'm furious about this right now",angry
"I'm ecstatic lately",excited
"I'm feeling quiet today",calm
"I feel composed today",calm
"I have anxiety today",anxious
"Nothing much",neutral
"I feel fantastic! today",happy
"I'm stressed out about this",anxious
"I feel composed about this",calm
"I'm exhilarated right now",excited
"I'm ecstatic",excited
"I'm feeling sad right now",sad
"I'm livid",angry
"This is so irritating",frustrated
"I'm feeling serene about this",calm
"I'm worried sick about this",anxious
"Nothing special about this",neutral
"I feel balanced",calm
"I'm doing alright today",neutral
"I feel joyful right now",happy
"I'm thrilled! today",happy
"I'm stressed out today",anxious
"I'm so hyped today",excited
"I'm so stoked about this",excited
"I'm feeling anxious",anxious
"This brings me joy today",happy
"This angers me",angry
"I'm pumped! lately",excited
"I'm amped up about this",excited
"I'm relaxed about this",calm
"I'm okay with this right now",neutral
"I'm frustrated today",angry
"I'm worried sick right now",anxious
"I feel miserable",sad
"I feel composed about this",calm
"This brings me joy about this",happy
"I'm worried sick right now",anxious
"I'm nervous about this today",anxious
"This is infuriating today",angry
"This makes me rage right now",angry
"I'm indifferent today",neutral
"I'm okay with this",neutral
"I'm really excited lately",excited
"I'm feeling mellow today",calm
"This makes me sad about this",sad
"This is maddening today",frustrated
"I feel fine lately",neutral
"This makes me furious right now",angry
"I'm really worried about this",anxious
"I'm alright lately",neutral
"This makes me sad about this",sad
"I'm fuming lately",angry
"I feel fine today",neutral
"I'm fuming lately",angry
"I'm so angry! about this",angry
"I'm frustrated about this",frustrated
"This is heartbreaking",sad
"This brings me joy today",happy
"I'm irritated lately",angry
"I'm seething",angry
"I feel joyful lately",happy
"This makes me happy lately",happy
"I'm really anxious right now",anxious
"I'm really frustrated right now",frustrated
"I'm ecstatic",happy
"I'm getting frustrated",frustrated
"This is exciting!",excited
"I'm feeling peaceful about this",calm
"This makes me rage today",angry
"This irritates me today",frustrated
"I feel down today",sad
"I'm feeling tense right now",anxious
"I'm worried sick lately",anxious
"I'm feeling worried today",anxious
"I'm amped up lately",excited
"I'm alright",neutral
"I feel average lately",neutral
"I'm really worried right now",anxious
"I'm really upset right now",angry
"I'm so angry! lately",angry
"I feel relaxed and calm",calm
"I'm feeling frustrated about this",frustrated
"I'm buzzing with excitement about this",excited
"Nothing much",neutral
"I'm feeling great!",happy
"I'm ecstatic today",happy
"I'm buzzing with excitement today",excited
"I'm so pleased lately",happy
"What a wonderful day! today",happy
"I'm doing alright lately",neutral
"I'm doing okay right now",neutral
"I'm feeling steady today",calm
"I feel fantastic! right now",happy
"I feel awful right now",sad
"This makes me rage right now",angry
"I'm so stoked lately",excited
"I feel at ease right now",calm
"I'm fed up right now",frustrated
"I feel empty inside lately",sad
"I'm annoyed right now",angry
"I'm so pleased right now",happy
"Nothing much right now",neutral
"I feel terrible right now",sad
"This is so frustrating! lately",frustrated
"I'm feeling tense",anxious
"I'm doing okay lately",neutral
"I'm annoyed",angry
"I'm irritated about this",angry
"I'm elated",excited
"This makes me nervous today",anxious
"I'm feeling blue about this",sad
"I'm irritated lately",angry
"I feel balanced lately",calm
"I'm feeling low about this",sad
"I'm feeling quiet",calm
"This brings me joy today",happy
"I'm delighted right now",happy
"I'm mad about this",angry
"I'm indifferent today",neutral
"I'm buzzing with excitement about this",excited
"I'm exhilarated",excited
"I'm doing alright today",neutral
"I'm depressed",sad
"I feel miserable today",sad
"I'm so stoked",excited
"I'm doing okay about this",neutral
"I'm thrilled! right now",happy
"I'm at peace today",calm
"Everything is normal",neutral
"I'm so happy today!",happy
"I feel hopeless lately",sad
"I feel tranquil right now",calm
"This gives me anxiety",anxious
"I'm worried sick",anxious
"I'm concerned lately",anxious
"I'm frustrated about this",frustrated
"I'm really excited lately",excited
"This makes me nervous right now",anxious
"I'm feeling placid",calm
"I'm doing alright today",neutral
"I feel awful right now",sad
"I'm panicking lately",anxious
"I feel at ease about this",calm
"This is amazing! lately",happy
"I'm ecstatic lately",excited
"I feel composed right now",calm
"This brings me joy",happy
"I'm mad about this today",angry
"I'm feeling blue right now",sad
"I'm feeling tense lately",anxious
"This makes me sad lately",sad
"I'm on cloud nine about this",happy
"I'm overjoyed",happy
"I feel normal",neutral
"What a wonderful day! today",happy
"I'm feeling anxious about this",anxious
"I'm really excited",excited
"I'm so angry! right now",angry
"I'm pumped! today",excited
"I'm furious about this about this",angry
"I'm annoyed lately",angry
"This is maddening today",frustrated
"I feel at ease today",calm
"I'm indifferent today",neutral
"This is so annoying today",frustrated
"This makes me furious right now",angry
"I feel down lately",sad
"This brings me joy today",happy
"I'm so stoked lately",excited
"This angers me lately",angry
"I feel fine right now",neutral
"This makes me rage today",angry
"I'm so hyped today",excited
"I'm furious about this right now",angry
"I'm on cloud nine lately",happy
"I'm relaxed",calm
"I feel miserable right now",sad
"This makes me rage lately",angry
"This brings me joy today",happy
"I feel terrible",sad
"I'm really annoyed lately",frustrated
"I'm worried sick today",anxious
"I'm seething",angry
"I'm elated",excited
"Nothing much right now",neutral
"I'm so excited! right now",excited
"I feel at ease today",calm
"This makes me nervous",anxious
"I'm feeling mellow right now",calm
"This makes me furious lately",angry
"I'm so pleased about this",happy
"I feel anxious today",anxious
"I'm so happy today! today",happy
"I'm feeling sad today",sad
"This gives me anxiety",anxious
"I'm feeling tense right now",anxious
"I feel terrible today",sad
"Nothing much about this",neutral
"I'm really frustrated",frustrated
"I feel terrible today",sad
"This is awesome! today",excited
"I feel joyful today",happy
"I'm thrilled about this today",excited
"I'm feeling zen right now",calm
"I'm feeling peaceful about this",calm
"I'm ecstatic right now",excited
"I'm doing okay lately",neutral
"I'm really frustrated right now",frustrated
"I'm feeling wonderful about this",happy
"This is exciting!",excited
"This is so irritating right now",frustrated
"This angers me",angry
"This is infuriating today",angry
"I'm alright lately",neutral
"I'm feeling uneasy lately",anxious
"I'm feeling quiet about this",calm
"I feel tranquil right now",calm
"I'm really annoyed lately",frustrated
"I'm buzzing with excitement today",excited
"I'm getting frustrated",frustrated
"I'm really anxious about this",anxious
"I'm feeling tense about this",anxious
"I feel normal today",neutral
"I'm concerned",anxious
"I'm elated",excited
"I feel composed",calm
"I'm depressed about this",sad
"I'm feeling sad",sad
"I'm feeling gloomy today",sad
"I have anxiety about this",anxious
"I'm at peace",calm
"This is maddening today",frustrated
"I'm really upset today",angry
"I feel awful right now",sad
"I'm feeling placid",calm
"I feel relaxed and calm right now",calm
"I'm elated today",excited
"This is amazing! lately",happy
"I'm alright lately",neutral
"I'm worried sick right now",anxious
"I'm feeling blue right now",sad
"I'm worried sick right now",anxious
"I feel empty inside about this",sad
"This angers me about this",angry
"I feel empty inside about this",sad
"This is so annoying about this",frustrated
"This makes me happy today",happy
"I feel down",sad
"This makes me happy today",happy
"This is awesome! right now",excited
"I'm doing alright today",neutral
"I'm worried sick",anxious
"I'm buzzing with excitement today",excited
"I feel calm about this",calm
"I'm frustrated",angry
"This is so irritating right now",frustrated
"I feel tranquil today",calm
"I feel calm about this",calm
"This brings me joy",happy
"This is heartbreaking right now",sad
"I'm worried sick lately",anxious
"I'm okay with this lately",neutral
"I'm feeling worried about this",anxious
"I feel tranquil",calm
"I'm irritated today",angry
"I'm getting frustrated lately",frustrated
"I feel relaxed and calm lately",calm
"I'm feeling serene right now",calm
"I'm so angry! about this",angry
"I feel average lately",neutral
"This is thrilling! about this",excited
"I'm feeling gloomy",sad
"I feel empty inside right now",sad
"I'm pumped! about this",excited
"I feel empty inside lately",sad
"This makes me furious about this",angry
"I'm buzzing with excitement lately",excited
"This is exciting! today",excited
"I'm okay with this lately",neutral
"I'm so angry! lately",angry
"I feel relaxed and calm about this",calm
"I'm on cloud nine lately",happy
"This is exasperating about this",frustrated
"I'm so excited! about this",excited
"I'm amped up",excited
"I feel at ease about this",calm
"I'm getting frustrated about this",frustrated
"I'm feeling zen lately",calm
"I feel down today",sad
"I'm furious about this",angry
"I feel terrible today",sad
"I'm upset today",sad
"I'm irritated right now",angry
"I'm annoyed",angry
"I'm delighted",happy
"This is so frustrating! right now",frustrated
"I'm really annoyed today",frustrated
"This is maddening lately",frustrated
"I'm so pleased lately",happy
"I'm getting frustrated right now",frustrated
"This is so irritating right now",frustrated
"I'm really worried right now",anxious
"I feel neutral",neutral
"I'm feeling serene about this",calm
"I'm indifferent right now",neutral
"This is heartbreaking right now",sad
"This makes me happy today",happy
"I'm panicking about this",anxious
"I'm okay with this right now",neutral
"I feel balanced",calm
"I'm feeling mellow lately",calm
"This gives me anxiety about this",anxious
"I'm really anxious right now",anxious
"I'm livid about this",angry
"I'm buzzing with excitement",excited
"I'm feeling sad",sad
"I feel tranquil today",calm
"I have anxiety right now",anxious
"I'm feeling great! today",happy
"This is awesome! today",excited
"I'm so stoked right now",excited
"This is maddening about this",frustrated
"I'm so pleased lately",happy
"I'm seething lately",angry
"I'm feeling quiet",calm
"I'm mad about this lately",angry
"This is amazing! today",happy
"I feel anxious",anxious
"I'm panicking right now",anxious
"I'm feeling great! lately",happy
"I'm feeling worried",anxious
"I'm stressed out about this",anxious
"I can't wait! right now",excited
"I'm buzzing with excitement",excited
"I'm so happy today! about this",happy
"I'm so angry!",angry
"I feel neutral about this",neutral
"I feel anxious about this",anxious
"I'm fuming about this",angry
"I feel average lately",neutral
"I'm panicking today",anxious
"I feel fine today",neutral
"I'm furious about this today",angry
"I'm feeling placid right now",calm
"This irritates me lately",frustrated
"I feel down lately",sad
"I feel terrible right now",sad
"I feel fantastic! today",happy
"I'm ecstatic today",happy
"I'm feeling blue today",sad
"I'm so stoked right now",excited
"I feel miserable about this",sad
"I'm feeling mellow right now",calm
"I'm frustrated about this",angry
"I'm feeling uneasy today",anxious
"I'm livid today",angry
"I feel terrible about this",sad
"I'm relaxed about this",calm
"I'm okay with this lately",neutral
"I'm buzzing with excitement today",excited
"I'm really anxious lately",anxious
"This is so irritating today",frustrated
"I'm feeling serene right now",calm
"I'm so pleased",happy
"I'm fuming today",angry
"I'm so excited! about this",excited
"I'm alright about this",neutral
"I'm frustrated",angry
"I'm feeling mellow today",calm
"This makes me furious today",angry
"I'm really worried",anxious
"I'm nervous about this lately",anxious
"I feel average lately",neutral
"This is infuriating right now",angry
"I'm feeling gloomy lately",sad
"I'm fed up today",frustrated
"I feel fantastic! about this",happy
"This angers me",angry
"I'm thrilled about this about this",excited
"I feel anxious lately",anxious
"I'm really anxious right now",anxious
"I'm at peace today",calm
"I feel miserable about this",sad
"I'm seething about this",angry
"This gives me anxiety today",anxious
"This makes me sad",sad
"I feel terrible today",sad
"This is so frustrating!",frustrated
"I'm overjoyed lately",happy
"I feel calm right now",calm
"I'm overjoyed today",happy
"I'm so happy today!",happy
"I'm feeling uneasy lately",anxious
"Nothing special",neutral
"I feel neutral right now",neutral
"I feel at ease today",calm
"I'm feeling quiet about this",calm
"I can't wait! lately",excited
"I'm feeling quiet lately",calm
"This irritates me today",frustrated
"I'm feeling wonderful today",happy
"I feel composed about this",calm
"I'm thrilled!",happy
"I'm fed up lately",frustrated
"I'm feeling steady right now",calm
"This makes me sad",sad
"I'm feeling gloomy lately",sad
"I'm on cloud nine lately",happy
"I'm doing okay",neutral
"I'm elated right now",excited
"I feel average right now",neutral
"I'm fuming lately",angry
"I'm stressed out lately",anxious
"This makes me happy",happy
"I'm feeling peaceful right now",calm
"This irritates me about this",frustrated
"I'm fuming about this",angry
"I'm elated right now",excited
"I'm really annoyed today",frustrated
"I'm furious about this right now",angry
"I'm doing alright lately",neutral
"I'm really worried lately",anxious
"This makes me happy",happy
"I'm amped up about this",excited
"This is so irritating",frustrated
"I'm so hyped",excited
"This is annoying today",frustrated
"This is maddening lately",frustrated
"I'm panicking lately",anxious
"I'm feeling blue about this",sad
"I feel composed about this",calm
"This is amazing! right now",happy
"I'm doing alright",neutral
"I'm relaxed right now",calm
"I'm okay with this about this",neutral
"I'm indifferent today",neutral
"This is heartbreaking lately",sad
"Nothing much today",neutral
"This is amazing! about this",happy
"I'm irritated right now",angry
"I'm upset today",sad
"I'm depressed right now",sad
"This makes me nervous",anxious
"Nothing much",neutral
"This gives me anxiety about this",anxious
"This brings me joy lately",happy
"I feel normal right now",neutral
"This makes me furious today",angry
"I'm really annoyed right now",frustrated
"I'm alright",neutral
"I feel calm today",calm
"Nothing special today",neutral
"I'm frustrated about this",frustrated
"I'm annoyed lately",angry
"I feel neutral today",neutral
"I'm annoyed",angry
"I'm really worried today",anxious
"I'm doing okay right now",neutral
"I'm getting frustrated lately",frustrated
"I'm annoyed today",angry
"I'm stressed out about this",anxious
"I'm stressed out today",anxious
"Everything is fine lately",neutral
"I'm irritated lately",angry
"I feel calm right now",calm
"I'm frustrated right now",angry
"I'm buzzing with excitement",excited
"I'm doing alright about this",neutral
"I feel tranquil today",calm
"This is exciting! lately",excited
"This makes me sad today",sad
"This makes me nervous about this",anxious
"I'm seething today",angry
"I'm pumped! lately",excited
"This gives me anxiety",anxious
"This is exciting! about this",excited
"I'm feeling sad lately",sad
"What a wonderful day!",happy
"This is infuriating lately",angry
"I'm getting frustrated lately",frustrated
"I feel terrible today",sad
"I feel average right now",neutral
"I'm really frustrated right now",frustrated
"This gives me anxiety about this",anxious
"This is annoying right now",frustrated
"I'm nervous about this",anxious
"I'm depressed today",sad
"I feel normal right now",neutral
"This is so frustrating! today",frustrated
"I'm okay lately",neutral
"I'm frustrated today",frustrated
"This is so irritating lately",frustrated
"I'm feeling serene",calm
"I'm elated lately",excited
"I'm frustrated right now",frustrated
"I feel at ease right now",calm
"This is annoying about this",frustrated
"This is exciting! right now",excited
"I'm fed up right now",frustrated
"I'm feeling great! today",happy
"Everything is normal today",neutral
"I'm so happy today! right now",happy
"This makes me nervous today",anxious
"I feel miserable right now",sad
"This is exciting! lately",excited
"I'm feeling low today",sad
"This makes me sad right now",sad
"This is so irritating right now",frustrated
"I'm so stoked right now",excited
"I'm ecstatic",happy
"Everything is normal lately",neutral
"This gives me anxiety",anxious
"I'm indifferent right now",neutral
"I'm irritated lately",angry
